Page_Category,Page_Popularity_Likes,Page_Checkins,Page_Talking_About,CC1_Min,CC1_Max,CC1_Avg,CC1_Median,CC1_Std,CC2_Min,CC2_Max,CC2_Avg,CC2_Median,CC2_Std,CC3_Min,CC3_Max,CC3_Avg,CC3_Median,CC3_Std,CC4_Min,CC4_Max,CC4_Avg,CC4_Median,CC4_Std,CC5_Min,CC5_Max,CC5_Avg,CC5_Median,CC5_Std,CC1,CC2,CC3,CC4,CC5,Base_Time,Post_Length,Post_Share_Count,Post_Promotion_Status,H_Local,Post_Published_Weekday_40,Post_Published_Weekday_41,Post_Published_Weekday_42,Post_Published_Weekday_43,Post_Published_Weekday_44,Post_Published_Weekday_45,Post_Published_Weekday_46,Base_DateTime_Weekday_47,Base_DateTime_Weekday_48,Base_DateTime_Weekday_49,Base_DateTime_Weekday_50,Base_DateTime_Weekday_51,Base_DateTime_Weekday_52,Base_DateTime_Weekday_53,Target_Variable,Category,CC2_per_hr,CC3_per_hr,CC4_per_hr,CC1_logNorm,CC2_logNorm,CC3_logNorm,CC4_logNorm,Page_Popularity_Likes_logNorm,Page_Checkins_logNorm,Page_Talking_About_logNorm,Post_Length_logNorm,Post_Share_Count_logNorm,CC2_per_hr_logNorm,CC3_per_hr_logNorm,CC4_per_hr_logNorm
10,519601,373,8078,0,31,10.75,5.5,11.188722000300125,0,14,4.875,3.5,4.313858481684349,0,22,5.875,0,9.116434335857413,0,28,10.25,5,10.556396165358708,-16,14,-1,1.5,8.845903006477066,9,5,4,8,1,28,166,90,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Travel/leisure,0.17857142857142858,0.14285714285714285,0.2857142857142857,-0.38973915560283895,-0.2681924256322005,-0.24968332904733342,-0.39363690634101894,-0.19402551289709694,-0.22692332102237917,-0.4036375639340559,-0.42211788106585635,-0.11824944673007977,-0.18243911796660411,-0.19277446762443237,-0.23336204793976326
11,1578743,69,2761,0,14,1.0384615384615383,0,2.7383426940503943,0,14,0.9615384615384616,0,2.752352409663822,0,1,0.07692307692307694,0,0.2664693550105966,0,14,1.0384615384615383,0,2.7383426940503943,-1,14,0.8846153846153846,0,2.7918414529168474,0,0,0,0,0,57,16,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Arts/humanities website,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402534877063696,-0.22700477363813637,-0.4036472422864116,-0.4281998749298632,-0.12224973435871096,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
12,11016760,0,129873,0,2458,783,254.5,871.0337044487511,0,859,312.57142857142856,254.5,267.5037287552441,0,1587,403.1428571428572,0,604.273809406542,0,1910,672.2142857142857,254.5,702.6121851014692,-1047,708,-90.57142857142856,40.5,530.341226312391,1970,584,1386,1607,-802,42,40,36,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,274,Food/beverages,13.904761904761905,33,38.26190476190476,-0.35131890523685655,-0.20684833714800996,-0.17327616541859894,-0.3532620398818135,-0.1940250618483658,-0.22721127751447415,-0.40361252030339295,-0.42585639535998027,-0.11919242643024797,0.05701238647031501,1.5742751496927778,0.0836592112087756
12,11016760,0,129873,0,2458,783,254.5,871.0337044487511,0,859,312.57142857142856,254.5,267.5037287552441,0,1587,403.1428571428572,0,604.273809406542,0,1910,672.2142857142857,254.5,702.6121851014692,-1047,708,-90.57142857142856,40.5,530.341226312391,2127,540,1587,1715,-1047,38,42,59,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,207,Food/beverages,14.210526315789474,41.76315789473684,45.13157894736842,-0.3507616099640814,-0.20789567479951943,-0.171438031246772,-0.35275590734443146,-0.1940250618483658,-0.22721127751447415,-0.40361252030339295,-0.42572961140602117,-0.11868588076086668,0.05892874728359196,1.6937074757886197,0.09861047136369398
14,1501889,0,33752,0,20,5.888888888888889,3,6.279498289308797,0,13,3.4444444444444446,2,4.1126123385159445,0,18,2.4444444444444446,0,5.559998223643024,0,19,5.666666666666668,2,6.091888960832356,-16,13,1,1,7.498147919467995,3,1,2,2,-1,48,122,1,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Movie,0.020833333333333332,0.041666666666666664,0.041666666666666664,-0.39640191931185814,-0.28290760941619186,-0.2566215587204704,-0.40219078491618826,-0.1940253561409389,-0.22721127751447415,-0.4036246710321743,-0.42293193356107645,-0.12224973435871096,-0.1959985078254636,-0.24105927657550646,-0.25287996021818565
16,190215,0,10303,0,3,1.5,1.5,1.5,0,3,1.5,1.5,1.5,0,0,0,0,0,0,3,1.5,1.5,1.5,0,3,1.5,1.5,1.5,3,3,0,3,3,13,9,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Community,0.23076923076923078,0,0.23076923076923078,-0.39640191931185814,-0.27362336213759947,-0.2715433324645413,-0.3999508704883341,-0.19402566130699853,-0.22721127751447415,-0.403635370356553,-0.429612386027415,-0.12224973435871096,-0.17834948422584654,-0.26232014383079266,-0.23741181848481185
17,4196949,3849,39394,0,88,16.384615384615387,6,23.279368421046996,0,88,11.961538461538463,4.5,20.035508419631785,0,53,4.1923076923076925,0,11.041945309274888,0,88,16.153846153846153,6,22.96601554084829,-30,88,7.769230769230769,4,22.340559342057137,88,88,0,88,88,11,254,92,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22,Company,8,0,8,-0.37384338954732665,-0.23206954621144493,-0.2715433324645413,-0.37579580039305244,-0.19402520437400714,-0.22680999177082084,-0.40362327723650643,-0.4209911540332142,-0.11822666706724427,0.009407022054649576,-0.26232014383079266,-0.052927516814809485
17,4196949,3849,39394,0,88,16.384615384615387,6,23.279368421046996,0,88,11.961538461538463,4.5,20.035508419631785,0,53,4.1923076923076925,0,11.041945309274888,0,88,16.153846153846153,6,22.96601554084829,-30,88,7.769230769230769,4,22.340559342057137,7,7,0,7,7,8,0,2,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Company,0.875,0,0.875,-0.39136173313623496,-0.26433911485900713,-0.2715433324645413,-0.39455397398682235,-0.19402520437400714,-0.22680999177082084,-0.40362327723650643,-0.43574177508727174,-0.12182487860287552,-0.13862274946984854,-0.26232014383079266,-0.19837743792310336
18,210176,0,33484,25,47,36,36,11,4,47,25.5,25.5,21.5,0,21,10.5,10.5,10.5,22,47,34.5,34.5,12.5,-17,47,15,15,32,47,47,0,47,47,7,111,16,0,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19,Artist,6.714285714285714,0,6.714285714285714,-0.37833304087559577,-0.24033968379642345,-0.2715433324645413,-0.3806031989101414,-0.19402564656946555,-0.22721127751447415,-0.4036247429153612,-0.4231813205578559,-0.12000732333678028,-0.0051401272217155,-0.26232014383079266,-0.06722113959627617
18,155048,0,34292,0,67,33.5,33.5,33.5,0,22,11,11,11,0,45,22.5,22.5,22.5,0,63,31.5,31.5,31.5,-23,0,-11.5,-11.5,11.5,0,0,0,0,0,0,159,20,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,234,Artist,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402569149679647,-0.22721127751447415,-0.40362452791053827,-0.4222318661789689,-0.11978590876149472,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
20,4377561,27,1508006,0,2077,145.02057613168725,65,258.24206987788045,0,1390,81.88065843621399,30,161.91777036018686,0,1877,55.23868312757202,0,177.08385584676552,0,1877,139.74074074074073,64,244.47598000846097,-1677,1390,26.641975308641978,14,225.39603784435417,146,146,0,146,146,6,73,264,0,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,37,Media/news/publishing,24.333333333333332,0,24.333333333333332,-0.37019460264164356,-0.2253483183204806,-0.2715433324645413,-0.37188877700147943,-0.19402519815143102,-0.2270493111925419,-0.4035904101454556,-0.4242845266340155,-0.11712945958843135,0.10706986411174993,-0.26232014383079266,0.04303326543949638
20,3361899,0,69511,0,87,18.625,9,20.914633035269826,0,69,9.5,3.5,15.556349186104045,0,82,5.75,0,14.968717379922705,0,86,18.0625,9,20.54558574852516,-77,69,3.75,1,22.723886111314677,18,0,1,17,-1,66,94,34,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Media/news/publishing,0,0.015151515151515152,0.25757575757575757,-0.38507194613479673,-0.2921918566947842,-0.26212874143334564,-0.38824000983950724,-0.19402523713836883,-0.22721127751447415,-0.40361815668573087,-0.42361953765759386,-0.11925065381071037,-0.1979443432200695,-0.25448813272486465,-0.23541391904133077
20,10461783,938,1204131,0,1209,202.74074074074073,69.5,270.17588134160053,0,946,128.64814814814815,51.5,193.6334985373913,0,668,59.592592592592595,0,137.49067557858694,0,981,190.88888888888889,69,244.5582310924368,-579,905,69.05555555555556,30.5,237.3778373275841,70,0,15,69,-15,63,105,17,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Media/news/publishing,0,0.23809523809523808,1.0952380952380953,-0.3754864212477984,-0.2921918566947842,-0.23388496833975844,-0.377665557420432,-0.19402506948207465,-0.22687857596986996,-0.40359243930089794,-0.42332788747385414,-0.1199474314234474,-0.1979443432200695,-0.151086710752182,-0.1880795343843961
20,6142736,0,806252,0,2145,276.9611111111111,190,286.6058339308708,0,1931,170.6611111111111,109.5,227.4279657358906,0,805,66.17777777777778,0,127.07146526246802,0,1931,267.6388888888889,186.5,267.7545053856629,-558,1931,104.48333333333332,71.5,272.66437397161616,147,147,0,147,147,7,101,42,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,55,Media/news/publishing,21,0,21,-0.3701453044758613,-0.22525750890480514,-0.2715433324645413,-0.37183598984458277,-0.19402514811865706,-0.22721127751447415,-0.4035960562777271,-0.42343028316884784,-0.11903495724809553,0.09375632290072847,-0.26232014383079266,0.029951751505695432
20,150211,26,5091,3,14,8.5,8.5,5.5,2,3,2.5,2.5,0.5,0,12,6,6,6,3,13,8,8,5,-10,3,-3.5,-3.5,6.5,3,3,0,3,3,20,30,3,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,Media/news/publishing,0.15,0,0.15,-0.39640191931185814,-0.27362336213759947,-0.2715433324645413,-0.3999508704883341,-0.19402569617748672,-0.22705107889123674,-0.4036417262821286,-0.42660063903679457,-0.12152343864691462,-0.18475505439458717,-0.26232014383079266,-0.24370575291504082
20,971274,0,329530,0,2160,125.30456852791878,13,369.44956811470735,0,2160,108.06091370558376,9,350.5131211041467,0,880,16.598984771573605,0,88.19433202884977,0,2160,122.98984771573603,12,365.2091812781061,-703,2160,91.46192893401016,6,353.21915490702594,194,48,146,168,-98,43,76,11,0,19,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,Media/news/publishing,1.1162790697674418,3.395348837209302,3.9069767441860463,-0.3681399305823444,-0.2400635021044719,-0.203761361779297,-0.3708028831535762,-0.19402542051274935,-0.22721127751447415,-0.40360412427309267,-0.42417873947487833,-0.12037228717928283,-0.1271992315088796,0.5087766990005665,-0.10917140496261726
20,6443491,4,709328,0,2858,165.4313725490196,27,441.4211121270135,0,738,77.50980392156863,22,150.84901847367573,0,1631,68.11764705882354,0,249.39932913874452,0,2297,146.4313725490196,27,364.779721599588,-1182,738,9.392156862745098,17,218.10189006124892,23,23,0,23,23,11,51,38,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,Media/news/publishing,2.090909090909091,0,2.090909090909091,-0.38337322705121896,-0.24962393107501582,-0.2715433324645413,-0.38600009541165303,-0.19402514105924237,-0.22713304860077474,-0.40359721119272124,-0.42522372296611904,-0.11913726510382877,-0.09145144620670535,-0.26232014383079266,-0.15202823216847502
20,971274,0,329530,0,2160,125.30456852791878,13,369.44956811470735,0,2160,108.06091370558376,9,350.5131211041467,0,880,16.598984771573605,0,88.19433202884977,0,2160,122.98984771573603,12,365.2091812781061,-703,2160,91.46192893401016,6,353.21915490702594,30,30,0,30,30,12,130,22,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Media/news/publishing,2.5,0,2.5,-0.3815122199081691,-0.2461958730824626,-0.2715433324645413,-0.3840073787560283,-0.19402542051274935,-0.22721127751447415,-0.40360412427309267,-0.4227641955709306,-0.11969058641977802,-0.0797215113063449,-0.26232014383079266,-0.14050272558765528
20,4377561,27,1508006,0,2077,145.02057613168725,65,258.24206987788045,0,1390,81.88065843621399,30,161.91777036018686,0,1877,55.23868312757202,0,177.08385584676552,0,1877,139.74074074074073,64,244.47598000846097,-1677,1390,26.641975308641978,14,225.39603784435417,72,72,0,72,72,8,73,587,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24,Media/news/publishing,9,0,9,-0.37528442349190444,-0.23472399487903833,-0.2715433324645413,-0.3773388209845666,-0.19402519815143102,-0.2270493111925419,-0.4035904101454556,-0.4242845266340155,-0.11629434749652125,0.01934985948375946,-0.26232014383079266,-0.04315796232071714
20,7524029,0,356036,0,460,73.35087719298245,41,96.0757178056043,0,460,43.56140350877193,15,82.11930079428613,0,349,22.75438596491228,0,55.09554084600849,0,460,69.96491228070175,40,91.54271650049802,-283,460,20.80701754385965,0,100.94299913100014,60,60,0,60,60,9,111,66,0,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,Media/news/publishing,6.666666666666667,0,6.666666666666667,-0.37659027132306766,-0.23712942470846993,-0.2715433324645413,-0.3787370879028794,-0.19402511816332252,-0.22721127751447415,-0.40360342665905896,-0.4231813205578559,-0.11857025550410367,-0.005724461430375858,-0.26232014383079266,-0.06779529007746138
20,4377561,27,1508006,0,2077,145.02057613168725,65,258.24206987788045,0,1390,81.88065843621399,30,161.91777036018686,0,1877,55.23868312757202,0,177.08385584676552,0,1877,139.74074074074073,64,244.47598000846097,-1677,1390,26.641975308641978,14,225.39603784435417,81,8,73,80,-65,31,89,40,0,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,Media/news/publishing,0.25806451612903225,2.3548387096774195,2.5806451612903225,-0.3744390459386228,-0.2627614891268016,-0.2130838684998629,-0.3765291491906804,-0.19402519815143102,-0.2270493111925419,-0.4035904101454556,-0.42376346242960733,-0.1190848630238273,-0.17627947819071557,0.36808100583927367,-0.13839044731362474
20,4377561,27,1508006,0,2077,145.02057613168725,65,258.24206987788045,0,1390,81.88065843621399,30,161.91777036018686,0,1877,55.23868312757202,0,177.08385584676552,0,1877,139.74074074074073,64,244.47598000846097,-1677,1390,26.641975308641978,14,225.39603784435417,27,27,0,27,27,10,68,14,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,Media/news/publishing,2.7,0,2.7,-0.3822523278436356,-0.24755918484244335,-0.2715433324645413,-0.3847998665309797,-0.19402519815143102,-0.2270493111925419,-0.4035904101454556,-0.42447075358777925,-0.12013847218445937,-0.0744774026139908,-0.26232014383079266,-0.13535001078082337
20,6142736,0,806252,0,2145,276.9611111111111,190,286.6058339308708,0,1931,170.6611111111111,109.5,227.4279657358906,0,805,66.17777777777778,0,127.07146526246802,0,1931,267.6388888888889,186.5,267.7545053856629,-558,1931,104.48333333333332,71.5,272.66437397161616,314,314,0,314,314,4,109,99,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,31,Media/news/publishing,78.5,0,78.5,-0.3646527381402077,-0.21513995723560028,-0.2715433324645413,-0.3659546967716052,-0.19402514811865706,-0.22721127751447415,-0.4035960562777271,-0.4232292850959913,-0.11815062581008234,0.21499441684590292,-0.26232014383079266,0.14907691813967353
20,6142736,0,806252,0,2145,276.9611111111111,190,286.6058339308708,0,1931,170.6611111111111,109.5,227.4279657358906,0,805,66.17777777777778,0,127.07146526246802,0,1931,267.6388888888889,186.5,267.7545053856629,-558,1931,104.48333333333332,71.5,272.66437397161616,122,9,113,117,-104,41,127,116,0,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Media/news/publishing,0.21951219512195122,2.7560975609756095,2.8536585365853657,-0.3714907260292301,-0.26135025482014673,-0.2072144674200391,-0.3735997512971026,-0.19402514811865706,-0.22721127751447415,-0.4035960562777271,-0.422825865352491,-0.11798611363619699,-0.1792165929896747,0.426921482616066,-0.1315770166681102
20,4377561,27,1508006,0,2077,145.02057613168725,65,258.24206987788045,0,1390,81.88065843621399,30,161.91777036018686,0,1877,55.23868312757202,0,177.08385584676552,0,1877,139.74074074074073,64,244.47598000846097,-1677,1390,26.641975308641978,14,225.39603784435417,0,0,0,0,0,0,54,409,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,256,Media/news/publishing,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402519815143102,-0.2270493111925419,-0.4035904101454556,-0.42507441505810284,-0.1166721608936148,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
24,1317873,0,56331,79,86,82.5,82.5,3.5,79,86,82.5,82.5,3.5,0,0,0,0,0,79,86,82.5,82.5,3.5,79,86,82.5,82.5,3.5,79,79,0,79,79,4,3,81,0,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,30,Musician/band,19.75,0,19.75,-0.37461859707596934,-0.2334975129843697,-0.2715433324645413,-0.37662587187325125,-0.19402537544413737,-0.22721127751447415,-0.4036200524460647,-0.4320515151630487,-0.11835856731203095,0.08823605499369072,-0.26232014383079266,0.024527690363762195
24,518876,0,51411,2,133,47.83333333333334,34.5,47.81009888669501,1,77,26.333333333333336,8.5,30.657607357536715,0,124,21.5,0,45.8757379595504,2,125,46.5,34.5,45.4706865280626,-115,77,4.833333333333333,5,61.66959452508901,2,2,0,2,2,5,160,3,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,Musician/band,0.4,0,0.4,-0.3984937855780886,-0.27747667291079287,-0.2715433324645413,-0.40219078491618826,-0.19402551310330668,-0.22721127751447415,-0.4036208765446304,-0.4222152807057134,-0.12152343864691462,-0.1661915682146901,-0.26232014383079266,-0.22546578961202318
26,1957593,0,105153,0,332,16.112676056338028,4,46.68942917903446,0,332,10.43661971830986,2,39.339165301285504,0,45,2.9859154929577465,0,6.533754087179268,0,332,15.295774647887326,4,44.01260842595289,-29,332,7.450704225352114,0,40.257197320774644,5,2,3,5,-1,28,79,22,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,News/media website,0.07142857142857142,0.10714285714285714,0.17857142857142858,-0.3934535994024654,-0.27747667291079287,-0.2527141504021499,-0.3967938884146765,-0.19402531700540035,-0.22721127751447415,-0.4036144241987926,-0.4240769961410804,-0.11969058641977802,-0.19143350848583124,-0.2093097905141431,-0.24143017843246986
26,353986,0,11639,0,35,3.6,1.5,7.439085965358917,0,5,0.8,0,1.4,0,17,1.8,0,3.9064049969249224,0,35,3.5500000000000003,1.5,7.4463078099149245,-17,5,-1,0,4.483302354291979,0,0,0,0,0,0,10,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,News/media website,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402556957934872,-0.22721127751447415,-0.40363427101375476,-0.4293586741558481,-0.12224973435871096,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
26,1514256,0,11545,0,118,12.916666666666668,2,32.02722366293331,0,42,5.083333333333333,1,11.339152917607597,0,76,7.75,0,20.837166314064877,0,100,10.916666666666666,1.5,27.0938441142797,-34,7,-2.6666666666666665,0,9.89388138643722,6,3,3,6,0,37,68,2,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,News/media website,0.08108108108108109,0.08108108108108109,0.16216216216216217,-0.39233270019488203,-0.27362336213759947,-0.2527141504021499,-0.3955936595340031,-0.19402535492983033,-0.22721127751447415,-0.4036343441292486,-0.42447075358777925,-0.12182487860287552,-0.19058713803066443,-0.22171629770116277,-0.24273026167615738
26,416317,0,31390,0,39,2.8115942028985508,1,5.094115281576908,0,26,1.8405797101449275,1,3.6579204847333413,0,13,0.8260869565217391,0,2.0708922794337403,0,39,2.7101449275362324,1,5.067948300742225,-5,13,1.0144927536231885,0,3.0621237000316173,5,5,0,5,5,8,9,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,News/media website,0.625,0,0.625,-0.3934535994024654,-0.2681924256322005,-0.2715433324645413,-0.3967938884146765,-0.19402554562630378,-0.22721127751447415,-0.4036253252176709,-0.429612386027415,-0.12224973435871096,-0.15212712931655062,-0.26232014383079266,-0.21164646457288225
26,416317,0,31390,0,39,2.8115942028985508,1,5.094115281576908,0,26,1.8405797101449275,1,3.6579204847333413,0,13,0.8260869565217391,0,2.0708922794337403,0,39,2.7101449275362324,1,5.067948300742225,-5,13,1.0144927536231885,0,3.0621237000316173,0,0,0,0,0,43,135,3,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,News/media website,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402554562630378,-0.22721127751447415,-0.4036253252176709,-0.4226644850435286,-0.12152343864691462,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
33,414630,0,78890,0,215,48.72222222222222,10,65.3051006647988,0,178,22.16666666666667,4.5,42.38218965556169,0,141,18.88888888888889,1,34.756116790012484,0,199,45.111111111111114,9.5,61.51954421960272,-67,178,3.2777777777777777,0,48.7816057723441,0,0,0,0,0,14,156,14,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Tv show,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.1940255462259707,-0.22721127751447415,-0.4036170153902655,-0.42228225178125134,-0.12013847218445937,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
33,3993438,0,140968,0,922,175.4,75,207.09826170202396,0,922,145.125,67,203.96999626170512,0,360,27.975,0,72.57082316606311,0,922,174.025,75,206.5126494309731,-264,922,117.15,51.5,224.2612929152064,144,144,0,144,144,9,105,35,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22,Tv show,16,0,16,-0.3702942131253798,-0.22553180526527256,-0.2715433324645413,-0.37199543724228373,-0.194025211714776,-0.22721127751447415,-0.40361178111044566,-0.42332788747385414,-0.11922113571165105,0.06942507411860883,-0.26232014383079266,0.006044545682305452
34,512717,0,184784,0,136,21.96153846153846,10,29.750863942505,0,89,16.23076923076923,6,22.393865389891754,0,47,5.423076923076923,0,12.14392243350582,0,132,21.73076923076923,10,29.10796572485019,-21,56,10.807692307692308,4.5,20.33568146948615,2,2,0,2,2,23,251,1,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Website,0.08695652173913043,0,0.08695652173913043,-0.3984937855780886,-0.27747667291079287,-0.2715433324645413,-0.40219078491618826,-0.19402551486680447,-0.22721127751447415,-0.4036093405597571,-0.42102265688427126,-0.12224973435871096,-0.19007564803494856,-0.26232014383079266,-0.2489336196966347
34,55482,0,3380,0,1,0.25,0,0.4330127018922193,0,1,0.25,0,0.4330127018922193,0,0,0,0,0,0,1,0.25,0,0.4330127018922193,0,1,0.25,0,0.4330127018922193,0,0,0,0,0,5,55,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Website,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.19402584326827288,-0.22721127751447415,-0.4036454188461384,-0.42502645051996735,-0.12224973435871096,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
36,53160,0,6499,0,583,89.71428571428571,8,201.4672708518428,0,583,89.71428571428571,8,201.4672708518428,0,0,0,0,0,0,583,89.71428571428571,8,201.4672708518428,0,583,89.71428571428571,8,201.4672708518428,8,8,0,8,8,19,135,36,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,Political party,0.42105263157894735,0,0.42105263157894735,-0.3905052794930726,-0.2627614891268016,-0.2715433324645413,-0.39363690634101894,-0.19402584958208122,-0.22721127751447415,-0.40363952488278204,-0.4226644850435286,-0.11919242643024797,-0.1647830394816861,-0.26232014383079266,-0.22408180859939095
38,1490561,0,150433,0,2730,139.3235294117647,49,358.4493335751713,0,1080,104.85294117647061,39.5,195.2405955184738,0,1810,33.61764705882353,0,218.9837510364481,0,2466,134.2941176470588,48,330.6171617028625,-890,1080,71.23529411764706,37,208.70420368712797,2730,920,1810,2466,-890,39,43,103,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,186,Entertainer,23.58974358974359,46.41025641025641,63.23076923076923,-0.34894748989082164,-0.2007693413271929,-0.1696532541849974,-0.3499295085927999,-0.1940253572590808,-0.22721127751447415,-0.4036111951282606,-0.42566841423162505,-0.11810952943607153,0.1042584383984175,1.7474360154383903,0.1293010244464829
38,14913454,137,1346904,0,1440,862.7142857142858,862,441.19050445866327,0,1282,519.7142857142857,508,404.64965950656074,0,932,343,353,342.0250617383803,0,1282,807.1428571428571,831,406.49703164315224,-484,1282,176.71428571428572,0,605.6367874950686,1282,1282,0,1282,1282,3,71,260,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,317,Entertainer,427.3333333333333,0,427.3333333333333,-0.3544408298492746,-0.19632916762273306,-0.2715433324645413,-0.35502005860374414,-0.19402501712230877,-0.2269717816629515,-0.4035914289123799,-0.4243574616031295,-0.11714539637049445,0.37392660055247995,-0.26232014383079266,0.30523924510688644
39,26550430,0,3263205,0,2325,444.60869565217394,107,707.8025233766115,0,2325,444.60869565217394,107,707.8025233766115,0,0,0,0,0,0,2325,444.60869565217394,107,707.8025233766115,0,2325,444.60869565217394,107,707.8025233766115,150,150,0,150,150,2,137,814,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,92,Church/religious organization,75,0,75,-0.36999938416239275,-0.22498871719235536,-0.2715433324645413,-0.37167974227716816,-0.19402493193976436,-0.22721127751447415,-0.40358344952410447,-0.42262562362566775,-0.11595227390651608,0.21074554674910945,-0.26232014383079266,0.1449020969938088
42,49408299,0,1008931,0,744,52.28571428571429,30,112.098656742788,0,141,19.92857142857143,12.5,24.02121369712599,0,603,28,1,92.17839846112072,0,637,47.45238095238095,30,95.97251649770622,-462,57,-8.071428571428571,0,76.00889448489781,62,20,42,58,-22,30,172,361,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,Tv channel,0.6666666666666666,1.4,1.9333333333333333,-0.37635568802485014,-0.2514124956156367,-0.2204572689720295,-0.37899664779861436,-0.19402484021617233,-0.22721127751447415,-0.4035940341548569,-0.4220239197872991,-0.11680262845178899,-0.149737896051342,0.19364054181867327,-0.15688014407298492
42,49408299,0,1008931,0,744,52.28571428571429,30,112.098656742788,0,141,19.92857142857143,12.5,24.02121369712599,0,603,28,1,92.17839846112072,0,637,47.45238095238095,30,95.97251649770622,-462,57,-8.071428571428571,0,76.00889448489781,30,30,0,30,30,2,143,110,0,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,27,Tv channel,15,0,15,-0.3815122199081691,-0.2461958730824626,-0.2715433324645413,-0.3840073787560283,-0.19402484021617233,-0.22721127751447415,-0.4035940341548569,-0.422512331641018,-0.1180412749626162,0.063703948370898,-0.26232014383079266,4.231272332642287e-4
42,2975849,0,41533,0,34,10.3,8,9.731906288081488,0,34,9.450000000000001,7,9.851268953794733,0,10,0.75,0,2.384848003542364,0,34,10.200000000000001,8,9.713907555664713,-4,34,8.700000000000001,7,10.43599540053559,0,0,0,0,0,2,290,3,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,Tv channel,0,0,0,-0.40648229166310457,-0.2921918566947842,-0.2715433324645413,-0.41074466349135746,-0.1940252551525795,-0.22721127751447415,-0.40362280046226223,-0.4206396163559238,-0.12152343864691462,-0.1979443432200695,-0.26232014383079266,-0.2566651799234344
